hotelId,hotelName,star,reviewScore,reviewScoreText,reviewCount,cityId,cityName,districtId,districtName,latitude,longitude,nearbyLandmark,minPrice,avgPrice,originalPrice,currency,roomsLeft,lastBookedText,buttonContent,isSoldOut,hotelType,description,amenities,roomTypes,fullAddress
3950030240,Vivian Boutique Madison Luxury Residence,0,,,,94122,Ho Chi Minh City,,,,,,8373028,,,VND,,,"Giá cũ là 8.373.028 ₫
8.373.028 ₫",,Khách sạn căn hộ,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Lò sưởi, Nơi hiếm hoi để quây quần bên lò sưởi ấm áp., Khám phá địa danh lân cận
Gần Đường Đồng Khởi, Khám phá địa danh lân cận, Gần Đường Đồng Khởi, 1 hồ bơi ngoài trời, Bao gồm đậu xe tự phục vụ, Bếp, Máy giặt và máy sấy, Máy điều hòa, Khu giải trí ngoài trời, 15 Thi Sách, P.Sài Gòn, TP.Hồ Chí Minh, 70000, Trung tâm Thương mại Vincom, ‪2 phút đi bộ‬, Đường Đồng Khởi, ‪3 phút đi bộ‬, Nhà hát Thành phố Hồ Chí Minh, ‪14 phút đi xe‬, Bãi đậu xe tự phục vụ miễn phí, 55 mét vuông, 1 giường cỡ king và 1 nệm kiểu Nhật cỡ king, Wifi miễn phí, 8.373.028 ₫, 5.693.659 ₫, Tổng 19.369.830 ₫",,"15 Thi Sách, P.Sài Gòn, TP.Hồ Chí Minh, 70000"
215844,Khách sạn Lotte Sài Gòn,0,,,1005,94122,Ho Chi Minh City,Q1,,,,,4680000,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,Khách sạn Lotte Sài Gòn,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Ngoại hạng, Có dịch vụ đưa đón sân bay 24 giờ, Khám phá địa danh lân cận
Gần Đường Đồng Khởi, Khám phá địa danh lân cận, Gần Đường Đồng Khởi, 1 hồ bơi ngoài trời, Bồn tắm nóng trong spa, Có bữa sáng buffet, Bao gồm đậu xe tự phục vụ, Nhà hàng Trung Hoa, 2A-4A Tôn Đức Thắng, Q.1, TP. Hồ Chí Minh, 70000, Đường Đồng Khởi, ‪7 phút đi bộ‬, Nhà hát Thành phố Hồ Chí Minh, ‪8 phút đi bộ‬, Phố đi bộ Nguyễn Huệ, ‪9 phút đi bộ‬, ‪14 phút đi xe‬, VIP Access, Nhận thêm quyền lợi khi là thành viên, Tuyệt vời, 4 nhận xét, Bãi đậu xe tự phục vụ miễn phí",,"2A-4A Tôn Đức Thắng, Q.1, TP. Hồ Chí Minh, 70000"
3806773696,Luxstay The Masteri Thảo Điền Residence,0,,,3,,,,,,,Thảo Điền,8038991,,,VND,,,"Giá cũ là 8.038.991 ₫
8.038.991 ₫",,Khách sạn căn hộ,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Rất tốt, Chìm đắm trong sự thư giãn, Lò nướng, Khám phá địa danh lân cận
Đi bộ đến Sông Sài Gòn, Khám phá địa danh lân cận, Đi bộ đến Sông Sài Gòn, 1 hồ bơi ngoài trời, Bếp, Máy giặt và máy sấy, Máy điều hòa, Sân có hàng rào, Spa có liệu pháp phản xạ, 159 Xa lộ Hà Nội, An Khánh, TP.Hồ Chí Minh, 70000, Trung tâm Thương mại Vincom Mega Mall, ‪1 phút đi bộ‬, Siêu thị Metro, ‪5 phút đi bộ‬, Sông Sài Gòn
Place, Sông Sài Gòn
‪19 phút đi bộ‬, Sông Sài Gòn, ‪19 phút đi bộ‬, ‪16 phút đi xe‬, 60 mét vuông, 1 giường cỡ king và 1 sofa giường cỡ king, Wifi miễn phí, 8.038.991 ₫",,"159 Xa lộ Hà Nội, An Khánh, TP.Hồ Chí Minh, 70000"
178215,Caravelle Saigon,0,,,1008,94122,Ho Chi Minh City,Q1,,,,,5166570,,,VND,,,,,"Khách sạn sang trọng với spa, gần Union Square",,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Ngoại hạng, Có dịch vụ đưa đón sân bay 24 giờ, Khám phá địa danh lân cận
Gần Đường Đồng Khởi, Khám phá địa danh lân cận, Gần Đường Đồng Khởi, 1 hồ bơi ngoài trời, 1 bồn tắm nóng trong khuôn viên, Có bữa sáng buffet, Nhà hàng buffet, Spa đầy đủ liệu pháp, 19 - 23 Công trường Lam Sơn, Q.1, TP. Hồ Chí Minh, Đường Đồng Khởi, ‪1 phút đi bộ‬, Quảng trường Ủy ban Nhân dân TP.HCM, ‪2 phút đi bộ‬, Nhà hát Thành phố Hồ Chí Minh, ‪15 phút đi xe‬, VIP Access, Nhận thêm quyền lợi khi là thành viên, Tuyệt vời, 11 nhận xét, 34 mét vuông, 2 giường đơn",,"19 - 23 Công trường Lam Sơn, Q.1, TP. Hồ Chí Minh"
3926412384,Bluesky D1Mension Residence Luxury,0,,,,94122,Ho Chi Minh City,,,,,,7163423,,,VND,,,"Giá cũ là 10.534.446 ₫
10.534.446 ₫",,Khách sạn căn hộ,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Dụng cụ pha cà phê/trà, Khám phá địa danh lân cận, Đi bộ đến Phố đi bộ Bùi Viện, 1 hồ bơi ngoài trời, Bao gồm đậu xe tự phục vụ, Bếp, Máy giặt và máy sấy, Máy điều hòa, Bàn ghế ngoài trời, Phố đi bộ Bùi Viện, ‪7 phút đi bộ‬, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪8 phút đi bộ‬, Phạm Ngũ Lão, ‪8 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪9 phút đi bộ‬, Chợ Bến Thành, ‪9 phút đi bộ‬, ‪16 phút đi xe‬, Bữa sáng miễn phí, Bãi đậu xe tự phục vụ miễn phí, 85 mét vuông, 2 giường cỡ king và 1 nệm kiểu Nhật cỡ king, Wifi miễn phí, 10.534.446 ₫, 7.163.423 ₫",,"608 Võ Văn Kiệt, Cầu Ông Lãnh, TP.Hồ Chí Minh, 70000"
3872787392,Landmark 81 by Urban Home,0,,,114,94122,Ho Chi Minh City,,,,,,3174603,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,Khách sạn căn hộ,,"Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Ngoại hạng, Chìm đắm trong sự thư giãn, Dễ di chuyển, Khám phá địa danh lân cận
Gần Landmark 81, Khám phá địa danh lân cận, Gần Landmark 81, 1 hồ bơi ngoài trời, Có bãi đậu xe tự phục vụ, Bếp, Máy điều hòa, Spa đầy đủ liệu pháp, Wifi miễn phí, Công viên Vinhomes Central Park, ‪2 phút đi bộ‬, Landmark 81
Place, Landmark 81
‪3 phút đi bộ‬, Landmark 81, ‪3 phút đi bộ‬, Sông Sài Gòn
Place, Sông Sài Gòn
‪5 phút đi bộ‬, Sông Sài Gòn, ‪5 phút đi bộ‬, ‪17 phút đi xe‬, 58 mét vuông, 1 giường cỡ king",,"208 Nguyễn Hữu Cảnh, Bình Thạnh, TP.Hồ Chí Minh, TP.Hồ Chí Minh, 72324"
3946151968,Kotrip Luxstay River Gate Residence,0,,,1,94122,Ho Chi Minh City,,,,,,5967307,,,VND,,,"Giá cũ là 5.967.307 ₫
5.967.307 ₫",,Khách sạn căn hộ,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Lò sưởi, Nơi hiếm hoi để quây quần bên lò sưởi ấm áp., Khám phá địa danh lân cận
Gần Phố đi bộ Bùi Viện, Khám phá địa danh lân cận, Gần Phố đi bộ Bùi Viện, 1 hồ bơi ngoài trời, Bao gồm đậu xe tự phục vụ, Bếp, Máy giặt và máy sấy, Máy điều hòa, Khu giải trí ngoài trời, 151 Bến Vân Đồn, Khánh Hội, TP.Hồ Chí Minh, 70000, Phố đi bộ Bùi Viện, ‪10 phút đi bộ‬, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪12 phút đi bộ‬, Phạm Ngũ Lão, ‪12 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪15 phút đi bộ‬, Chợ Bến Thành, ‪15 phút đi bộ‬, ‪16 phút đi xe‬, Bãi đậu xe tự phục vụ miễn phí, 65 mét vuông, 1 giường cỡ king và 1 nệm kiểu Nhật cỡ king, Wifi miễn phí",,"151 Bến Vân Đồn, Khánh Hội, TP.Hồ Chí Minh, 70000"
1163499776,Mai House Saigon Hotel,0,,,564,94122,Ho Chi Minh City,Q3,,,,,3430335,,,VND,,,,,Mai House Saigon Hotel,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Ngoại hạng, Bao gồm đậu xe tự phục vụ, Dễ di chuyển, Khám phá địa danh lân cận
Gần Đường Đồng Khởi, Khám phá địa danh lân cận, Gần Đường Đồng Khởi, 1 hồ bơi ngoài trời, Có bữa sáng buffet, Có dịch vụ đưa đón sân bay 24 giờ, 2 nhà hàng, Spa đầy đủ liệu pháp, Bảo tàng Chứng tích Chiến tranh, ‪5 phút đi bộ‬, Dinh Độc Lập
Place, Dinh Độc Lập
‪8 phút đi bộ‬, Dinh Độc Lập, ‪8 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪17 phút đi bộ‬, Chợ Bến Thành, ‪17 phút đi bộ‬, ‪11 phút đi xe‬, 12 nhận xét, Bãi đậu xe tự phục vụ miễn phí, 30 mét vuông",,"157 Đường Nam Kỳ Khởi Nghĩa,, Võ Thị Sáu, Q.3, TP.Hồ Chí Minh, 70000"
1419514496,Khách sạn La Vela Saigon,0,,,829,94122,Ho Chi Minh City,Q3,,,,,6701940,,,VND,,,"Giá cũ là 6.701.940 ₫
6.701.940 ₫",,Khách sạn La Vela Saigon,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Xuất sắc, Chìm đắm trong sự thư giãn, Bao gồm đậu xe tự phục vụ, Khám phá địa danh lân cận, Gần Bảo tàng Chứng tích Chiến tranh, 1 hồ bơi ngoài trời, Có dịch vụ đưa đón sân bay 24 giờ, 1 nhà hàng, Spa trong khuôn viên, Wifi miễn phí, Khu Lãnh sự
Place, Khu Lãnh sự
‪3 phút đi bộ‬, Khu Lãnh sự, ‪3 phút đi bộ‬, Nhà thờ Tân Định, ‪8 phút đi bộ‬, Bảo tàng Chứng tích Chiến tranh, ‪17 phút đi bộ‬, ‪9 phút đi xe‬, Rất tốt, 42 nhận xét, Bữa sáng miễn phí, Bãi đậu xe tự phục vụ miễn phí, 28 mét vuông",,"280 Nam Kỳ Khởi Nghĩa, P.8, Q.3, TP.Hồ Chí Minh, 70000"
390705,Hotel Nikko Saigon,0,,,1,,,Q1,Quận 1,,,,3558706,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,Hotel Nikko Saigon,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Ngoại hạng, Có bãi đậu xe trong khuôn viên, Khám phá địa danh lân cận
Đi bộ đến Phạm Ngũ Lão, Khám phá địa danh lân cận, Đi bộ đến Phạm Ngũ Lão, 1 hồ bơi ngoài trời, Có bữa sáng buffet, Bao gồm đậu xe tự phục vụ, Có dịch vụ đưa đón sân bay 24 giờ, Nhà hàng Trung Hoa, Spa đầy đủ liệu pháp, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪10 phút đi bộ‬, Phạm Ngũ Lão, ‪10 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪14 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪4 phút đi xe‬, Chợ Bến Thành, ‪4 phút đi xe‬, ‪15 phút đi xe‬, 45 nhận xét, Bãi đậu xe tự phục vụ miễn phí, 40 mét vuông",,"235 Nguyễn Văn Cừ, Q.1, P.Cầu Ông Lãnh, TP. Hồ Chí Minh"
2855095936,La Siesta Premium Sai Gon,0,,,488,94122,Ho Chi Minh City,Q1,,,,,5317460,,,VND,,,"Giá cũ là 5.317.460 ₫
5.317.460 ₫",,"Khách sạn sang trọng với 2 nhà hàng, gần Chợ Bến Thành","Đặt ngay, thanh toán đặt cọc","Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Ngoại hạng, Có dịch vụ đưa đón sân bay 24 giờ, Dễ di chuyển, Khám phá địa danh lân cận
Gần Chợ Bến Thành, Khám phá địa danh lân cận, Gần Chợ Bến Thành, 1 hồ bơi ngoài trời, Bao gồm bữa sáng buffet, Nhà hàng cao cấp, Spa đầy đủ liệu pháp, Wifi miễn phí, 180 -188 Lý Tự Trọng, Q.1, TP.Hồ Chí Minh, 700000, Chợ Bến Thành
Place, Chợ Bến Thành
‪3 phút đi bộ‬, Chợ Bến Thành, ‪3 phút đi bộ‬, Sài Gòn Square, ‪7 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪8 phút đi bộ‬, ‪14 phút đi xe‬, VIP Access, Nhận thêm quyền lợi khi là thành viên, Tuyệt vời",,"180 -188 Lý Tự Trọng, Q.1, TP.Hồ Chí Minh, 700000"
279302,Hotel Grand Saigon,0,,,1020,94122,Ho Chi Minh City,Q1,,,,,8214286,,,VND,,,"Giá cũ là 8.214.286 ₫
8.214.286 ₫",,Hotel Grand Saigon,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Tuyệt vời, Có dịch vụ đưa đón sân bay 24 giờ, Khám phá địa danh lân cận
Gần Đường Đồng Khởi, Khám phá địa danh lân cận, Gần Đường Đồng Khởi, 1 hồ bơi ngoài trời, Có bữa sáng buffet, Có bãi đậu xe máy, 2 nhà hàng, Spa đầy đủ liệu pháp, 8 Đồng Khởi, Q.1, TP.Hồ Chí Minh, 70000, Đường Đồng Khởi, ‪2 phút đi bộ‬, Nhà hát Thành phố Hồ Chí Minh, ‪7 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪10 phút đi bộ‬, Chợ Bến Thành, ‪10 phút đi bộ‬, ‪16 phút đi xe‬, VIP Access, Nhận thêm quyền lợi khi là thành viên, Bữa sáng buffet, 30 mét vuông",,"8 Đồng Khởi, Q.1, TP.Hồ Chí Minh, 70000"
3622818144,Thư viện ảnh về Khách sạn Hồng Thành Tiền Giang,0,,,47,94122,Ho Chi Minh City,,,,,,880231,,,VND,,,"Giá cũ là 880.231 ₫
880.231 ₫",,Khách sạn Hồng Thành Tiền Giang,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Wifi miễn phí, 70 Thủ Khoa Huân, Gò Công, Đồng Tháp, 84000, Chợ Bến Thành
Place, Chợ Bến Thành, Chợ Bến Thành, Phố đi bộ Bùi Viện
Place, Phố đi bộ Bùi Viện, Phố đi bộ Bùi Viện, Đường Đồng Khởi
Place, Đường Đồng Khởi, Đường Đồng Khởi, Sân bay Vũng Tàu (VTG), ‪155 phút đi xe‬, Mỹ Tho, Gần Chợ Mỹ Tho, Đậu xe miễn phí, Nhà hàng, 9.0 trên 10, Tuyệt vời, 17 nhận xét, Tuyệt vời, 17 nhận xét, 752.381 ₫, 677.143 ₫, mỗi đêm, Tổng 2.303.640 ₫, bao gồm thuế & phí, Quận 2",,"70 Thủ Khoa Huân, Gò Công, Đồng Tháp, 84000"
3630896352,A&E Guest House,0,,,8,94122,Ho Chi Minh City,,,,,,440917,,,VND,,,"Giá cũ là 440.917 ₫
440.917 ₫",,"Mr. Alvin was fantastic host, I highly recommend this hotel!",,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Ngoại hạng, Xe đưa đón sân bay, Khám phá địa danh lân cận
Gần Phố đi bộ Bùi Viện, Khám phá địa danh lân cận, Gần Phố đi bộ Bùi Viện, Có dịch vụ đưa đón sân bay, Wifi miễn phí, Máy điều hòa, Không hút thuốc, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪1 phút đi bộ‬, Phạm Ngũ Lão, ‪1 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪2 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪12 phút đi bộ‬, Chợ Bến Thành, ‪12 phút đi bộ‬, ‪15 phút đi xe‬, 15 mét vuông, 1 giường cỡ queen, 440.917 ₫, 352.734 ₫, Tổng 1.200.003 ₫",,"26/3 Đỗ Quang Đẩu, TP. Hồ Chí Minh, 700000"
3229648064,Tahami Hotel Thủ Đức,0,,,2,94122,Ho Chi Minh City,,,,,,360857,,,VND,,,,,Tahami Hotel Thủ Đức,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Bao gồm đậu xe tự phục vụ, Wifi miễn phí, Máy điều hòa, Sông Sài Gòn
Place, Sông Sài Gòn
‪7 phút đi xe‬, Sông Sài Gòn, ‪7 phút đi xe‬, Công viên Suối Tiên, ‪8 phút đi xe‬, Sân golf & Câu lạc bộ đồng quê Việt Nam, ‪14 phút đi xe‬, ‪21 phút đi xe‬, Bãi đậu xe tự phục vụ miễn phí, Tủ lạnh, Không được sử dụng mã coupon, 360.857 ₫, Tổng 1.169.190 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, 18 mét vuông, 1 giường cỡ queen, Đặt ngay, thanh toán sau, 546.737 ₫",,"1 Đường D2, Khu phố 1, Khu dân cư Tân Hải Minh, TP. Hồ Chí Minh, 700000"
3249555168,Đại Hồng Hotel by Bay Luxury,0,,,,,,,,,,Quận Bình Thạnh,405644,,,VND,,,"Giá cũ là 405.644 ₫
405.644 ₫",,Đại Hồng Hotel by Bay Luxury,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Wifi miễn phí, Máy điều hòa, 182 Nơ Trang Long, TP. Hồ Chí Minh, 700000, Đền Lê Văn Duyệt, ‪17 phút đi bộ‬, Chợ Tân Sơn Nhất, ‪4 phút đi xe‬, Sông Sài Gòn
Place, Sông Sài Gòn
‪4 phút đi xe‬, Sông Sài Gòn, ‪7 phút đi xe‬, 1 giường cỡ queen, 405.644 ₫, 365.080 ₫, Tổng 1.242.000 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, Quận Bình Thạnh, Gần Sông Sài Gòn, Bếp, 10.0 trên 10, Ngoại hạng, 1 nhận xét, Ngoại hạng",,"182 Nơ Trang Long, TP. Hồ Chí Minh, 700000"
3714756960,Kim's Studio,0,,,3,,,,Quận 3,,,,432099,,,VND,,,Đăng nhập để tiết kiệm hơn nữa,,,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Ngoại hạng, Dịch vụ và nhân viên xuất sắc, Khám phá địa danh lân cận
Gần Phạm Ngũ Lão, Khám phá địa danh lân cận, Gần Phạm Ngũ Lão, Wifi miễn phí, Sân thượng/sân hiên, Máy điều hòa, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪8 phút đi bộ‬, Phạm Ngũ Lão, ‪8 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪14 phút đi bộ‬, Bảo tàng Chứng tích Chiến tranh, ‪13 phút đi xe‬, 26 mét vuông, 1 giường cỡ queen, 432.099 ₫, Tổng 1.590.000 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay",,"287/36 Nguyen Dinh Chieu street, ward five, district three, Ho Chi Minh city, 700000"
3392637152,Cozrum Homes - Spring Residence,0,,,1,94122,Ho Chi Minh City,,,,,,882233,,,VND,,,"Giá cũ là 882.233 ₫
882.233 ₫",,Khách sạn căn hộ,"Đặt ngay, thanh toán sau","Mở app, VND, Hỗ trợ, Chuyến đi, Chính sách, Ngoại hạng, Khám phá địa danh lân cận
Gần Landmark 81, Khám phá địa danh lân cận, Gần Landmark 81, Có bãi đậu xe máy, Bếp, Máy điều hòa, Wifi miễn phí, Tủ lạnh, Lò vi sóng, Công viên Văn Thánh, ‪7 phút đi bộ‬, Landmark 81
Place, Landmark 81
‪17 phút đi bộ‬, Landmark 81, ‪17 phút đi bộ‬, Công viên Vinhomes Central Park, ‪19 phút đi bộ‬, ‪12 phút đi xe‬, 1 giường cỡ queen, 882.233 ₫, 449.939 ₫, Tổng 1.530.690 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, 911.349 ₫",,"69/1/26 Nguyễn Gia Trí, P.25, TP.Hồ Chí Minh, 0840001"
441310,Khách sạn LeBlanc Saigon,0,,,3,,,Q3,Quận 3,,,,899471,,,VND,,,"Giá cũ là 899.471 ₫
899.471 ₫",,Khách sạn LeBlanc Saigon,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Chính sách, Xuất sắc, Có dịch vụ đưa đón sân bay 24 giờ, Dễ di chuyển, Khám phá địa danh lân cận
Gần Phạm Ngũ Lão, Khám phá địa danh lân cận, Gần Phạm Ngũ Lão, Có bữa sáng kiểu Âu, 1 nhà hàng, Wifi miễn phí, Máy điều hòa, Lò sưởi, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪9 phút đi bộ‬, Phạm Ngũ Lão, ‪9 phút đi bộ‬, Bảo tàng Chứng tích Chiến tranh, ‪12 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪19 phút đi bộ‬, Chợ Bến Thành, ‪19 phút đi bộ‬, ‪13 phút đi xe‬, Rất tốt, 2 nhận xét, 23 mét vuông, 1 giường cỡ queen",,"416/2 Nguyễn Đình Chiểu, P.4, Q.3, TP.Hồ Chí Minh"
3243887936,Phương Thùy Hotel Thủ Đức gần QL13,0,,,3,94122,Ho Chi Minh City,,,,,,520282,,,VND,,,"Giá cũ là 520.282 ₫
520.282 ₫",,Phương Thùy Hotel Thủ Đức gần QL13,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Bao gồm đậu xe tự phục vụ, Khám phá địa danh lân cận
Gần Sông Sài Gòn, Khám phá địa danh lân cận, Gần Sông Sài Gòn, Wifi miễn phí, Máy điều hòa, Sông Sài Gòn
Place, Sông Sài Gòn
‪10 phút đi bộ‬, Sông Sài Gòn, ‪10 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪18 phút đi xe‬, Chợ Bến Thành, ‪18 phút đi xe‬, Phố đi bộ Bùi Viện, ‪19 phút đi xe‬, ‪16 phút đi xe‬, Bãi đậu xe tự phục vụ miễn phí, 15 mét vuông, 2 giường đơn lớn, 520.282 ₫, 468.254 ₫, Tổng 1.593.000 ₫",,"4 Đường số 17, Hiệp Bình Phước, Thủ Đức, Ho Chi Minh City, 700000"
3397651104,Bin Bin Hotel 12 Near Sala Residence,0,,,2,94122,Ho Chi Minh City,,,,,,477063,,,VND,,,,,Bin Bin Hotel 12 Near Sala Residence,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Rất tốt, Bao gồm đậu xe có người phục vụ, Khám phá địa danh lân cận
Near Snow Town Saigon, Khám phá địa danh lân cận, Near Snow Town Saigon, Wifi miễn phí, Khu vui chơi giải trí Snow Town Sài Gòn, ‪15 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪15 phút đi xe‬, Chợ Bến Thành, ‪15 phút đi xe‬, Phố đi bộ Bùi Viện, ‪25 phút đi xe‬, Bãi đậu xe miễn phí có nhân viên phục vụ, Không được sử dụng mã coupon, 477.063 ₫, Tổng 1.545.668 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, 1 giường cỡ king, Đặt ngay, thanh toán sau, 759.259 ₫",,"128 Trương Văn Bang, P.Thạnh Mỹ Lợi, TP. Hồ Chí Minh, 71300"
3247499424,Thư viện ảnh về Thiên Phước Hotel by Bay Luxury,0,,,43,,,,Quận Tân Bình,,,,322310,,,VND,,,Mặt tiền nơi lưu trú,,Thiên Phước Hotel by Bay Luxury,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Tốt, 43 nhận xét bên ngoài, Khám phá địa danh lân cận
Gần Nam Sài Gòn, Khám phá địa danh lân cận, Gần Nam Sài Gòn, Wifi miễn phí, ‪7 phút đi bộ‬, Đại học Quốc gia Thành phố Hồ Chí Minh, ‪10 phút đi bộ‬, Nam Sài Gòn
Place, Nam Sài Gòn
‪17 phút đi bộ‬, Nam Sài Gòn, ‪17 phút đi bộ‬, ‪10 phút đi xe‬, 20 mét vuông, 1 giường cỡ queen, 322.310 ₫, 290.079 ₫, Tổng 986.847 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay, 2 giường cỡ queen, 505.585 ₫, 455.026 ₫",,"2/2 Thiên Phước, TP. Hồ Chí Minh, 700000"
3368648544,Khách sạn Minh Châu - Điện Biên Phủ,0,,,3,,,,Quận 3,,,,502646,,,VND,,,,,Khách sạn Minh Châu - Điện Biên Phủ,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Tốt, Khám phá địa danh lân cận
Gần Phạm Ngũ Lão, Khám phá địa danh lân cận, Gần Phạm Ngũ Lão, Wifi miễn phí, Máy điều hòa, Chợ hoa Hồ Thị Kỷ, ‪3 phút đi bộ‬, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪17 phút đi bộ‬, Phạm Ngũ Lão, ‪17 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪4 phút đi xe‬, ‪13 phút đi xe‬, 30 mét vuông, 1 giường cỡ queen, Trước CN, 10/05, 502.646 ₫, Tổng 1.710.003 ₫, bao gồm thuế & phí, Sẽ chưa thu tiền ngay",,"611/18 Điện Biên Phủ, TP. Hồ Chí Minh, 700000"
3653242560,L 'Aura - Bui Vien Walking Street,0,,,19,94122,Ho Chi Minh City,,,,,,1178000,,,VND,,,"Giá cũ là 1.178.000 ₫
1.178.000 ₫",,Charisse Hotel Bui Vien Hotel,,"Mở app, VND, Hỗ trợ, Chuyến đi, Phòng, Hỗ trợ người khuyết tật, Chính sách, Hoàn tiền toàn bộ, Đặt ngay, thanh toán sau, Tốt, Dịch vụ và nhân viên xuất sắc, Có dịch vụ đưa đón sân bay 24 giờ, Khám phá địa danh lân cận
Gần Phố đi bộ Bùi Viện, Khám phá địa danh lân cận, Gần Phố đi bộ Bùi Viện, Spa trong khuôn viên, Wifi miễn phí, Máy điều hòa, Phạm Ngũ Lão
Place, Phạm Ngũ Lão
‪1 phút đi bộ‬, Phạm Ngũ Lão, ‪1 phút đi bộ‬, Phố đi bộ Bùi Viện, ‪2 phút đi bộ‬, Chợ Bến Thành
Place, Chợ Bến Thành
‪7 phút đi bộ‬, Chợ Bến Thành, ‪7 phút đi bộ‬, ‪15 phút đi xe‬, 1 giường cỡ queen, Bàn, Trước CN, 10/05",,"175/14 Phạm Ngũ Lão, TP. Hồ Chí Minh, 700000"
